paper_id,sample_id,site_label,pollutant_std,value,unit,value_flag,confidence,evidence_location,source_caption,matrix,site_type,province,latitude,longitude,source_pool
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,0.0001,Unknown,,high,table_p6_ri4_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,0.0003,Unknown,,high,table_p6_ri5_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,3e-05,Unknown,,high,table_p6_ri7_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,3e-05,Unknown,,high,table_p6_ri8_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,3e-05,Unknown,,high,table_p6_ri9_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,3e-05,Unknown,,high,table_p6_ri10_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,0.1,Unknown,,high,table_p6_ri11_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,3e-05,Unknown,,high,table_p6_ri14_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,3e-05,Unknown,,high,table_p6_ri15_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,0.03,Unknown,,high,table_p6_ri16_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_TEF,TEF,SumPCB_ngg,3e-05,Unknown,,high,table_p6_ri18_ci1,Table 2 Concentrations of PCB compounds (ng/g dw),,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Open_burning_site,Open burning site,SumPBDE_ngg,1475.0,Unknown,range_mean,high,table_p10_ri2_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Open_burning_site,Open burning site,Sum_PAH_ngg,2065.0,Unknown,,high,table_p10_ri3_ci2,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Near_open_burning_site,Near open burning site,Sum_PAH_ngg,851.0,Unknown,,high,table_p10_ri4_ci2,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Near_an_abandoned_dump_and_bury_site,Near an abandoned dump and bury site,SumPBDE_ngg,25480.0,Unknown,,high,table_p10_ri5_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_E-waste_dismantling_workshop,E-waste dismantling workshop,Sum_PAH_ngg,2306.0,Unknown,,high,table_p10_ri6_ci2,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_E-waste_dismantling_workshop,E-waste dismantling workshop,SumPBDE_ngg,6.875,Unknown,,high,table_p10_ri6_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_E-waste_workshop,E-waste workshop,SumPBDE_ngg,132.5,Unknown,range_mean,high,table_p10_ri7_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Printer_roller_dump_site,Printer roller dump site,SumPBDE_ngg,1440.0,Unknown,,high,table_p10_ri8_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Printer_roller_dump_site,Printer roller dump site,Sum_PAH_ngg,593.0,Unknown,,high,table_p10_ri9_ci2,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Burn_plastic_dump_site,Burn plastic dump site,Sum_PAH_ngg,428.0,Unknown,,high,table_p10_ri10_ci2,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Surface_soil_e-waste_recycling_site,Surface soil e-waste recycling site,SumPCB_ngg,10.655,Unknown,range_mean,high,table_p10_ri11_ci3,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Surface_soil_e-waste_recycling_site,Surface soil e-waste recycling site,SumPBDE_ngg,142.0,Unknown,,high,table_p10_ri11_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Near_dumping_site,Near dumping site,SumPBDE_ngg,12.0,Unknown,range_mean,high,table_p10_ri13_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Surface_soil_near_to_e-waste_recycling_site,Surface soil near to e-waste recycling site,SumPCB_ngg,0.33999999999999997,Unknown,range_mean,high,table_p10_ri15_ci3,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Surface_soil_near_to_e-waste_recycling_site,Surface soil near to e-waste recycling site,SumPBDE_ngg,2.5,Unknown,,high,table_p10_ri15_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Roadsoil_near_e-waste_dismantling_workshops,Roadsoil near e-waste dismantling workshops,SumPBDE_ngg,2.69,Unknown,,high,table_p10_ri16_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Farmland_soils_surrounding_dismantling_workshops,Farmland soils surrounding dismantling workshops,SumPBDE_ngg,42.0,Unknown,,high,table_p10_ri17_ci4,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Agricultural_soil_around_a_recycling_site,Agricultural soil around a recycling site,Sum_PAH_ngg,570.0,Unknown,,high,table_p10_ri20_ci2,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Farmland,Farmland,Sum_PAH_ngg,138.0,Unknown,,high,table_p10_ri23_ci2,"Table 6 Comparison of total concentrations of PAHs, PCBs,and PBDEs between this study and other studies (ng/g dw)",,,,,,phase14
